100 3.04 0.170833 0.101593 0.1
200 3.2 0.113137 0.0584073 0.0707107
400 3.04 0.0854166 0.101593 0.05
800 3.055 0.0600726 0.0865927 0.0353553
1600 3.16 0.0407308 0.0184073 0.025
3200 3.13375 0.0291259 0.00784265 0.0176777
6400 3.1225 0.0206912 0.0190927 0.0125
12800 3.12906 0.0145914 0.0125302 0.00883883
25600 3.13844 0.0102773 0.00315515 0.00625
51200 3.14242 0.00725494 0.000829221 0.00441942
