100 29.28 2.3412 4.14726
200 26.88 1.68479 1.74726
400 25.08 1.19878 0.0527412
800 24.48 0.848358 0.652741
1600 24.33 0.599943 0.802741
3200 25.185 0.423747 0.0522588
6400 24.69 0.299876 0.442741
12800 24.9562 0.211964 0.176491
25600 24.9131 0.149891 0.219616
51200 25.0312 0.105968 0.101491
